stage,timepoint,radius,norm_height,angle_degrees,thickness,phh3,Curvature,Gauss_Curvature,Mean_Curvature,K1,K2
hh17,2025-09-18-13-02,234.8179678016605,0.808539651897545,14.88326411741923,37.05333537018507,55.577415,3.486379758332924e-05,1.2916585437314466e-05,0.0059794853028452,0.0108085314867873,0.0011504391189031
hh17,2025-09-18-13-02,159.93767412469205,0.6998639102181331,124.42667438930404,59.126269220514445,61.501495,8.494801989372055e-06,-6.806732710150947e-06,0.0017231490134433,0.004777581287005,-0.0013312832601184
hh17,2025-09-18-13-02,206.23472185145283,0.668380159988401,69.2296891973792,60.04917077978261,63.954277,8.199862663430923e-06,4.1445588615658585e-06,0.0034185472688343,0.0059082308326108,0.0009288637050579
hh17,2025-09-18-13-02,84.81606926600055,0.0245794297265879,170.51044472954027,71.1898589066844,94.8304,4.252256011732219e-05,-7.003406678964325e-06,0.0017072513472925,0.0049053887063639,-0.0014908860117788
hh17,2025-09-18-13-02,61.79909956731542,0.0575349127230943,146.73580016390315,59.15744158651785,92.784485,2.593507187923949e-05,-5.9515754037605066e-06,0.001380629406541,0.0041713842880948,-0.0014101254750127
hh17,2025-09-18-13-02,88.74229947334214,0.0758874058564486,47.7065529736594,31.719012288116105,72.231224,9.207451470054976e-05,-3.664044206378856e-06,0.0010199214900846,0.0030817093911105,-0.0010418664109412
hh17,2025-09-18-13-02,261.89262303806794,0.9206224545512938,163.86346863497073,39.02166737975274,47.17951,7.503257510160652e-06,1.346051615367778e-05,0.0043719396384786,0.0067709741776721,0.0019729050992851
hh17,2025-09-18-13-02,259.6106422600563,0.696557137547922,39.89481004695341,53.87680313399864,58.989483,1.91225476393994e-05,1.6834806304495686e-05,0.004686875435792,0.0068558892807941,0.00251786159079
hh17,2025-09-18-13-02,45.71202469675224,0.9986258141714076,26.10017258616898,21.40316774337029,43.313328,4.715592073094133e-05,5.274199416853152e-05,0.0075636692102864,0.0096945825906857,0.0054327558298871
hh17,2025-09-18-13-02,151.56462036573245,0.7402004448703884,134.74147813480528,54.46067214181844,59.73439,6.661609347929022e-06,-9.49110931833075e-06,0.0012033801955689,0.0045054024916053,-0.0020986421004674
hh17,2025-09-18-13-02,177.73289433012124,0.971733014258644,159.93603344322048,36.2499033706282,59.744183,1.861549176945771e-05,2.2376946792928208e-05,0.0051724984810206,0.0073814083601423,0.002963588601899
hh17,2025-09-18-13-02,246.87075937471624,0.9174338652129,14.431174258027283,30.749005698868014,48.981552,5.044040706077446e-05,6.853542447477407e-06,0.0051591763890473,0.0096458101360182,0.0006725426420763
hh17,2025-09-18-13-02,145.09647499425023,0.7759463338018912,128.86463065476806,54.66103367171779,65.034805,5.5979083885567045e-06,-8.75651862315463e-06,0.0010539285964703,0.0041884134313451,-0.0020805562384045
hh17,2025-09-18-13-02,215.4649485859092,0.6626700470247061,56.545712837720544,55.94302362909821,57.18293,8.473620874639697e-06,1.0525114801496873e-07,0.0035988998395989,0.0069209422021053,0.0002768574770926
hh17,2025-09-18-13-02,72.3151481497587,0.0949051752001263,69.33630332723814,39.85058884883834,80.92102,4.110399346189e-05,-7.208440055101241e-06,0.0017764036297694,0.0049276698795941,-0.0013748626200552
hh17,2025-09-18-13-02,145.67359731206662,0.640330199050962,109.97393427998908,61.51772762784465,64.88643,1.1201104794639227e-05,-1.8428722443037173e-05,0.0022316502507473,0.0069164179468915,-0.0024531174453969
hh17,2025-09-18-13-02,235.6608983047534,0.8886128189545961,3.434607372484834,34.2541463349744,45.04593,3.589421627327177e-05,-4.266846362425199e-06,0.0047940443641545,0.0099526809450238,-0.0003645922167147
hh17,2025-09-18-13-02,245.29851382838,0.8416589315092183,4.844559510025931,34.97392660364288,47.017727,3.5355011650644706e-05,7.229924125315317e-06,0.0054907985868104,0.0103009552108227,0.0006806419627981
